animal,urban,humanDisturbed,UTI,tolerance,invasion.potential,Brain,Body,broodValue,HA,DA
Megapodius_reinwardt,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Megapodius_affinis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Megapodius_layardi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Megapodius_pritchardii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eulipoa_wallacei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Macrocephalon_maleo,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chauna_chavaria,0,0,NA,NA,NA,8.82,4400,NA,NA,NA
Chauna_torquata,0,1,NA,NA,NA,9,4800,NA,NA,NA
Anhima_cornuta,0,0,NA,NA,NA,8.5,3150,NA,NA,NA
Anseranas_semipalmata,0,0,NA,NA,NA,8.95625,2283.375,NA,NA,NA
Dendrocygna_viduata,0,1,NA,NA,NA,4.9,690,NA,NA,NA
Dendrocygna_guttata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dendrocygna_eytoni,0,0,NA,NA,NA,4.56,746,NA,NA,NA
Dendrocygna_bicolor,0,1,NA,NA,NA,NA,NA,-1.436052137,NA,NA
Dendrocygna_javanica,0,1,-0.1418088537968707,NA,NA,NA,NA,NA,NA,NA
Dendrocygna_arborea,0,1,NA,NA,NA,6,1150,NA,NA,NA
Dendrocygna_autumnalis,0,1,NA,NA,NA,4.7,831,-1.456366033,NA,NA
Dendrocygna_arcuata,0,0,NA,NA,NA,4.725,730,NA,NA,NA
Thalassornis_leuconotus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cygnus_melancoryphus,0,0,NA,NA,NA,10.7,4700,NA,NA,NA
Cygnus_olor,0,0,NA,"NA",1.76,16,11800,-1.825804635,0.4,0.17
Cygnus_atratus,0,0,NA,avoider,3.12,12.41666667,5416.666667,-1.576565256,0.4,0
Cygnus_columbianus,0,1,NA,NA,NA,17.35,7285.9,-1.358304459,NA,NA
Cygnus_cygnus,0,1,NA,NA,NA,18.5,7081,-1.561962209,NA,NA
Cygnus_buccinator,0,0,NA,NA,NA,20.29166667,8152.320833,-1.483904166,NA,NA
Anser_fabalis,0,1,NA,NA,NA,10.65,2053.75,-1.353707909,NA,NA
Anser_albifrons,0,1,NA,NA,NA,9.093333333,2722.24,-1.643246996,NA,NA
Anser_erythropus,0,1,NA,NA,NA,6.7,1964,-1.070037867,NA,NA
Anser_indicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Anser_cygnoides,0,1,NA,NA,NA,10.3,3150,NA,NA,NA
Anser_anser,0,1,NA,exploiter,-0.76,11.32,3308.5,-1.460584657,0.4,0.17
Anser_brachyrhynchus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chen_rossii,0,1,NA,NA,NA,6.6,2036,-1.320146286,NA,NA
Chen_caerulescens,0,1,NA,NA,NA,10.58333333,2025.983333,-1.406066882,NA,NA
Chen_canagica,0,0,NA,NA,NA,NA,NA,-1.284117214,NA,NA
Branta_ruficollis,0,1,NA,NA,NA,5.1,1234.5,NA,NA,NA
Branta_leucopsis,0,1,NA,NA,NA,8,1687,-1.553714523,NA,NA
Branta_hutchinsii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Branta_sandvicensis,0,0,NA,NA,NA,8.53,2047.5,-1.601758323,NA,NA
Branta_canadensis,1,1,NA,"NA",1.63,10.99285714,3178.797619,-1.601758323,0.4375,0.09
Branta_bernicla,0,1,NA,NA,NA,6.225,939.1666667,-1.527271815,NA,NA
Coscoroba_coscoroba,0,0,NA,NA,NA,9.49,4400,NA,NA,NA
Cereopsis_novaehollandiae,0,1,NA,NA,NA,8.8,3409,NA,NA,NA
Malacorhynchus_membranaceus,0,0,NA,NA,NA,2.9075,340.6375,NA,NA,NA
Heteronetta_atricapilla,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Stictonetta_naevosa,0,0,NA,NA,NA,4.415,886.875,NA,NA,NA
Nomonyx_dominicus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Plectropterus_gambensis,0,1,NA,NA,NA,12.57,5400,NA,NA,NA
Oxyura_australis,0,0,NA,NA,NA,3.9,560,NA,NA,NA
Oxyura_leucocephala,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Oxyura_maccoa,0,0,NA,NA,NA,4.675,862.5,NA,NA,NA
Oxyura_jamaicensis,0,0,NA,NA,NA,3.516666667,532.7083333,-1.356848786,NA,NA
Oxyura_vittata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Melanitta_nigra,0,0,NA,NA,NA,6.06,1001.1,-1.201094515,NA,NA
Melanitta_perspicillata,0,0,NA,NA,NA,5.7,871.2625,NA,NA,NA
Melanitta_fusca,0,0,NA,NA,NA,6.675,1545.583333,-1.287553731,NA,NA
Mergellus_albellus,0,0,NA,NA,NA,4.4,610,-0.903089987,NA,NA
Lophodytes_cucullatus,0,0,NA,NA,NA,4.9,697,-1.326335861,NA,NA
Mergus_merganser,0,0,NA,NA,NA,5.783333333,1332.916667,-1.145697017,NA,NA
Mergus_octosetaceus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mergus_squamatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Mergus_serrator,0,0,NA,"NA",NA,4.858333333,888.5833333,-1.285681616,0.45,0.23
Bucephala_albeola,0,0,NA,NA,NA,3.6,347.275,-1.222716471,NA,NA
Bucephala_clangula,0,0,-0.04497336564273091,"NA",NA,5.78,870.595,-1.264884201,0.454545454545455,0.24
Bucephala_islandica,0,0,NA,NA,NA,6,933.3,-1.203742865,NA,NA
Clangula_hyemalis,0,0,NA,NA,NA,5.016666667,730,-1.315678882,NA,NA
Histrionicus_histrionicus,0,0,NA,NA,NA,4.8625,573.65,-1.284274002,NA,NA
Polysticta_stelleri,0,0,NA,NA,NA,5.25,890.5,-1.321644508,NA,NA
Somateria_mollissima,0,0,NA,NA,NA,8.62,2550,-1.553545954,NA,NA
Somateria_spectabilis,0,0,NA,NA,NA,7.385,1318.5,-1.227602007,NA,NA
Somateria_fischeri,0,0,NA,NA,NA,NA,NA,-1.203365419,NA,NA
Merganetta_armata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Callonetta_leucophrys,0,0,NA,NA,NA,3.37,264.3,NA,NA,NA
Pteronetta_hartlaubii,0,0,NA,NA,NA,5.94,870,NA,NA,NA
Cyanochen_cyanoptera,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Marmaronetta_angustirostris,0,0,NA,NA,NA,NA,NA,-1.11058971,NA,NA
Aythya_nyroca,0,0,NA,NA,NA,NA,NA,-1.250420002,NA,NA
Aythya_australis,0,0,NA,NA,NA,4.9,820,NA,NA,NA
Aythya_novaeseelandiae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aythya_marila,0,0,NA,NA,NA,4.79,957,-1.323996433,NA,NA
Aythya_affinis,0,0,NA,"NA",NA,4.183333333,738.92,-1.238533052,0.466666666666667,0.31
Aythya_innotata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aythya_fuligula,0,0,-0.35697489894773016,"NA",NA,NA,NA,-1.645845099,0.464285714285714,0.33
Aythya_baeri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aythya_valisineria,0,0,NA,NA,NA,6.75,1167.95,-1.45484486,NA,NA
Aythya_ferina,0,0,NA,NA,NA,5.3,823,-1.408122116,NA,NA
Aythya_collaris,0,0,NA,NA,NA,4.5,548,-1.288249226,NA,NA
Aythya_americana,0,0,NA,NA,NA,5.175,853.725,-1.463892989,NA,NA
Netta_peposaca,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Netta_erythrophthalma,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Netta_rufina,0,0,NA,NA,NA,5.65,1150,-1.462189911,NA,NA
Salvadorina_waigiuensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cairina_scutulata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cairina_moschata,0,0,NA,NA,-0.72,7.35,2625,NA,NA,NA
Aix_sponsa,0,0,0.012916225266546011,"NA",NA,3.6,553.7,-1.408239965,0.375,0.25
Aix_galericulata,0,0,NA,NA,0.85,4.05,450,-1.250420002,NA,NA
Chloephaga_picta,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chloephaga_poliocephala,0,1,NA,NA,NA,5.8,958,NA,NA,NA
Chloephaga_rubidiceps,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Neochen_jubata,0,0,NA,NA,NA,6.1,1416,NA,NA,NA
Chloephaga_melanoptera,0,0,NA,NA,NA,7.5,2900,NA,NA,NA
Chloephaga_hybrida,0,0,NA,NA,NA,7.441666667,2691.191667,NA,NA,NA
Tadorna_variegata,0,0,-0.005783244755727335,"NA",NA,6.15,1520,NA,0.4,0.25
Tadorna_tadornoides,0,0,NA,NA,NA,5.3,1175,-0.759667845,NA,NA
Tadorna_ferruginea,0,1,NA,NA,NA,4.8,1230,-1.396199347,NA,NA
Tadorna_cana,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tadorna_tadorna,0,0,NA,"NA",NA,5.241666667,1001.666667,-1.44382779,0.333333333333333,0.23
Tadorna_radjah,0,0,NA,NA,NA,4.9,1110,NA,NA,NA
Alopochen_aegyptiaca,0,0,0.010939940038334317,"NA",0.4,7.18,1938,-1.37055426,0.375,0.09
Sarkidiornis_melanotos,0,1,0.0023174981403624173,NA,NA,7.24,1776.3,NA,NA,NA
Hymenolaimus_malacorhynchos,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chenonetta_jubata,1,1,-0.11687104288911376,avoider,NA,4.1125,775,NA,0.428571428571428,0
Anas_rubripes,0,0,NA,"NA",NA,NA,NA,-1.408239965,0.464285714285714,0.33
Anas_fulvigula,0,0,NA,"NA",NA,7.25,999,-1.278435955,0.375,0.37
Anas_poecilorhyncha,0,1,NA,NA,NA,6,1220,NA,NA,NA
Anas_platyrhynchos,0,0,-0.04756267703754391,avoider,1.01,5.44,1110.47,-1.475570289,0.458333333333333,0.37
Anas_luzonica,0,0,NA,NA,NA,5.1,842.5,NA,NA,NA
Anas_gibberifrons,0,0,NA,NA,NA,NA,NA,-1.206375163,NA,NA
Anas_laysanensis,0,0,NA,NA,NA,3.458333333,451.7666667,-1.040843877,NA,NA
Anas_melleri,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Anas_undulata,0,0,NA,NA,NA,5.5,1008,-0.706148304,NA,NA
Anas_superciliosa,0,0,NA,avoider,NA,5.41,1043,NA,0.444444444444444,0.27
Anas_sparsa,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anas_flavirostris,0,0,NA,NA,NA,3.5625,429.5,NA,NA,NA
Anas_crecca,0,0,-0.3052763808527319,NA,NA,2.626666667,320.8266667,-1.42078062,NA,NA
Anas_wyvilliana,0,0,NA,NA,NA,4.583333333,515.14,NA,NA,NA
Anas_gracilis,0,0,NA,"NA",NA,3.5225,450.5,NA,0.4375,0.32
Anas_castanea,0,0,NA,NA,NA,3.625,601,NA,NA,NA
Anas_bernieri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anas_chlorotis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Anas_aucklandica,0,0,NA,NA,NA,4.56,465.5,NA,NA,NA
Anas_nesiotis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anas_capensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anas_bahamensis,0,0,NA,NA,NA,3.9,535,NA,NA,NA
Anas_acuta,0,0,NA,NA,NA,4.783333333,844.0466667,-1.424614883,NA,NA
Anas_georgica,0,0,NA,"NA",NA,4.3,583.5,NA,0.45,0.23
Anas_erythrorhyncha,0,1,NA,NA,NA,4.4,523,NA,NA,NA
Anas_eatoni,0,0,NA,NA,NA,3.4,455,NA,NA,NA
Anas_penelope,0,0,-0.4054651081081644,NA,NA,4.05,819,-1.533937894,NA,NA
Anas_americana,0,0,NA,NA,NA,3.95,734.0875,-1.308207868,NA,NA
Anas_sibilatrix,0,0,NA,NA,NA,4.3,828,NA,NA,NA
Anas_falcata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anas_strepera,0,0,NA,"NA",NA,3.9,889.52,-1.434036354,0.25,0.21
Anas_andium,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anas_hottentota,0,0,NA,NA,NA,3.12,238.5,NA,NA,NA
Anas_puna,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anas_versicolor,0,0,NA,"NA",NA,3.625,387.5,NA,0.25,0.27
Anas_querquedula,0,0,NA,NA,NA,3.2,326,-1.27284036,NA,NA
Anas_platalea,0,0,NA,NA,NA,3.5,545,NA,NA,NA
Anas_clypeata,0,0,NA,NA,NA,3.3,542.925,-1.341104639,NA,NA
Anas_rhynchotis,0,0,NA,NA,NA,3.5,620,NA,NA,NA
Anas_smithii,0,0,NA,NA,NA,3.770833333,798.4166667,NA,NA,NA
Anas_discors,0,0,NA,NA,NA,2.841666667,366.5833333,-1.347330015,NA,NA
Anas_cyanoptera,0,0,NA,NA,NA,3.38,377.5,-1.076276255,NA,NA
Anas_formosa,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Speculanas_specularis,0,0,NA,NA,NA,6.1,1217,NA,NA,NA
Amazonetta_brasiliensis,0,0,NA,"NA",NA,4.04,590,NA,0.4,0.32
Tachyeres_leucocephalus,0,0,NA,NA,NA,10.2,3500,NA,NA,NA
Tachyeres_patachonicus,0,0,NA,NA,NA,9.075,2780,NA,NA,NA
Tachyeres_brachypterus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tachyeres_pteneres,0,0,NA,NA,NA,10.625,4725,NA,NA,NA
Lophonetta_specularioides,0,0,NA,NA,NA,4.5375,926.675,NA,NA,NA
Biziura_lobata,0,0,NA,NA,NA,8.4,1971.3,NA,NA,NA
Nettapus_auritus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Nettapus_pulchellus,0,0,NA,NA,NA,2.68,372.5,NA,NA,NA
Nettapus_coromandelianus,0,0,NA,NA,NA,2.5,251.75,NA,NA,NA
Eurypyga_helias,0,0,NA,NA,NA,2.57,222,NA,NA,NA
Rhynochetos_jubatus,0,0,NA,NA,NA,6.94,860,NA,NA,NA
Eurostopodus_temminckii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurostopodus_macrotis,0,0,NA,NA,NA,1.45,168.75,NA,NA,NA
Caprimulgus_longirostris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eleothreptus_anomalus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eleothreptus_candicans,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_centralasicus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_cubanensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_parvulus,0,1,-0.008959741371471708,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_whitelyi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsalis_climacocerca,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Hydropsalis_torquata,0,1,NA,NA,NA,1.6,57.75,NA,NA,NA
Caprimulgus_cayennensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_maculicaudus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Uropsalis_segmentata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Uropsalis_lyra,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_pulchellus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_celebensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_nigrescens,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Nyctidromus_albicollis,0,1,NA,NA,NA,0.90375,56.5875,NA,NA,NA
Caprimulgus_hirundinaceus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_concretus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_anthonyi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Nyctiprogne_vielliardi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Nyctiprogne_leucopyga,0,0,NA,NA,NA,0.46,23,NA,NA,NA
Caprimulgus_meesi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_solala,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lurocalis_semitorquatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lurocalis_rufiventris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Phalaenoptilus_nuttallii,0,0,NA,NA,NA,0.55,48.35,-0.298002934,NA,NA
Caprimulgus_mahrattensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_saturatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_vociferus,0,0,NA,NA,NA,0.795,50.75,NA,NA,NA
Caprimulgus_atripennis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_ridgwayi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_ruwenzorii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_noctitherus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_salvini,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_badius,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_rufus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_carolinensis,0,1,NA,NA,NA,1.35,109.45,NA,NA,NA
Caprimulgus_nubicus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Nyctiphrynus_mcleodii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Nyctiphrynus_ocellatus,0,0,NA,NA,NA,0.7,39,NA,NA,NA
Nyctiphrynus_yucatanicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Nyctiphrynus_rosenbergi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_heterurus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_stellatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Siphonorhis_brewsteri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_clarus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_maculosus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_nigriscapularis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Macropsalis_forcipata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_pectoralis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_poliocephalus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_asiaticus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_aegyptius,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_affinis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_donaldsoni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_eximius,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_inornatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_prigoginei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_natalensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_macrurus,0,1,NA,NA,NA,1.21,75.8,NA,NA,NA
Caprimulgus_fossii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_tristigma,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_climacurus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_fraenatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_sericocaudatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_europaeus,0,0,NA,NA,NA,0.89,61.4,-1.33884496,NA,NA
Caprimulgus_rufigena,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_binotatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_ekmani,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Macrodipteryx_longipennis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Macrodipteryx_vexillarius,0,1,NA,NA,NA,0.843333333,66.13333333,NA,NA,NA
Caprimulgus_madagascariensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_manillensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_ruficollis,0,1,-0.01252128055367141,"NA",NA,NA,NA,-1.389166084,0.333333333333333,0
Caprimulgus_indicus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Caprimulgus_batesi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Podager_nacunda,0,1,NA,"NA",NA,1.4,211.5,NA,NA,NA
Chordeiles_pusillus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chordeiles_gundlachii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chordeiles_minor,1,1,NA,"NA",NA,0.85,57.1,NA,0.458333333333333,0
Chordeiles_rupestris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chordeiles_acutipennis,0,1,-0.017839918128330634,avoider,NA,NA,NA,NA,0.375,0
Caprimulgus_enarratus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurostopodus_archboldi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurostopodus_diabolicus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eurostopodus_argus,0,0,NA,NA,NA,0.98,72,NA,NA,NA
Eurostopodus_mystacalis,0,1,NA,NA,NA,1.25,170,NA,NA,NA
Eurostopodus_papuensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Rigidipenna_inexpectata,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Podargus_ocellatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Podargus_strigoides,1,1,NA,NA,NA,4.65,381.3,NA,NA,NA
Podargus_papuensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_hodgsoni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_mixtus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_affinis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_cornutus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_septimus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_stellatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_moniliger,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_poliolophus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_auritus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_javensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Batrachostomus_harterti,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_savesi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_insignis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_tatei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_albertisi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_archboldi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_wallacii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_cristatus,0,0,NA,NA,NA,1.43125,40.9375,NA,NA,NA
Aegotheles_bennettii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Aegotheles_crinifrons,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Patagona_gigas,0,1,-0.053303069773088074,avoider,NA,NA,NA,NA,0.416666666666667,0.09
Heliomaster_constantii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Heliomaster_longirostris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Heliomaster_furcifer,0,0,-0.008959741371471708,NA,NA,NA,NA,NA,NA,NA
Heliomaster_squamosus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Panterpe_insignis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Eugenes_fulgens,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lampornis_castaneoventris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lampornis_calolaemus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lampornis_sybillae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lampornis_viridipallens,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Lampornis_amethystinus,0,0,NA,NA,NA,0.2,6.7,NA,NA,NA
Lampornis_clemenciae,0,0,NA,"NA",NA,NA,NA,-1.438783886,0.25,0.09
Lampornis_hemileucus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lamprolaima_rhami,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Calliphlox_bryantae,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Calliphlox_evelynae,1,1,NA,NA,NA,0.17,3.37,NA,NA,NA
Doricha_enicura,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Doricha_eliza,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Eulidia_yarrellii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Calliphlox_mitchellii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Microstilbon_burmeisteri,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocercus_berlepschi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocercus_jourdanii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocercus_mulsant,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocercus_heliodor,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocercus_astreans,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocercus_bombus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Thaumastura_cora,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tilmatura_dupontii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Myrmia_micrura,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Myrtis_fanny,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopis_vesper,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Calliphlox_amethystina,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Mellisuga_helenae,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Mellisuga_minima,0,1,NA,NA,NA,0.13,2.4,NA,NA,NA
Archilochus_alexandri,0,1,-0.023228126119207104,avoider,NA,NA,NA,-1.405948299,0.428571428571428,0.09
Archilochus_colubris,1,1,-0.005118250883530351,"NA",NA,0.16,3.3,-1.306425028,0.444444444444444,0.24
Selasphorus_ardens,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Atthis_ellioti,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Atthis_heloisa,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Selasphorus_platycercus,0,1,-0.04592893188839975,"NA",NA,NA,NA,-1.290034611,0.416666666666667,0.09
Selasphorus_rufus,0,1,-9.995003330836028e-4,"NA",NA,0.152,3.2,-0.8977798,0.428571428571428,0.09
Selasphorus_scintilla,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Stellula_calliope,0,1,NA,NA,NA,NA,NA,-0.953235831,NA,NA
Selasphorus_sasin,0,0,NA,NA,NA,NA,NA,-0.944757227,NA,NA
Selasphorus_flammula,0,1,NA,NA,NA,NA,NA,NA,NA,NA
